"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"15173","2016-030749",54,"THEFT OF PROPERTY MISD",2016-03-10,3,"Thursday",-92.3226822,34.7268861,"2701 PEYTON ST","Little Rock"," Arkansas"
"15174","2016-077229",52,"THEFT OF PROPERTY MISD",2014-12-10,12,"Wednesday",-92.292418,34.72526,"2422 MARSHALL ST","Little Rock"," Arkansas"
"15175","2016-108743",64,"THEFT OF PROPERTY MISD",2016-09-26,9,"Monday",-92.3766765,34.72067,"9105 W 36TH ST","Little Rock"," Arkansas"
"15176","2016-105146",64,"THEFT OF PROPERTY MISD",2016-09-17,9,"Saturday",-92.3812078,34.7441644,"9601 BAPTIST HEALTH DR","Little Rock"," Arkansas"
"15177","2016-107521",82,"THEFT OF PROPERTY MISD",2016-09-18,9,"Sunday",-92.3590182,34.6583667,"21 CAYLOR LN","Little Rock"," Arkansas"
"15178","2016-135226",50,"THEFT OF PROPERTY MISD",2016-12-02,12,"Friday",-92.3007761,34.7528216,"2600 W MARKHAM ST","Little Rock"," Arkansas"
"15179","2016-047763",51,"THEFT OF PROPERTY MISD",2016-04-21,4,"Thursday",-92.287996,34.738105,"1321 W 13TH ST","Little Rock"," Arkansas"
"15180","2016-120529",93,"THEFT OF PROPERTY MISD",2016-10-24,10,"Monday",-92.4312297,34.6525364,"11 NANDINA CIR","Little Rock"," Arkansas"
"15181","2016-076658",82,"THEFT OF PROPERTY MISD",2016-07-09,7,"Saturday",-92.3523307,34.667068,"6401 BASELINE RD","Little Rock"," Arkansas"
"15182","2016-115702",52,"THEFT OF PROPERTY MISD",2016-10-13,10,"Thursday",-92.281,34.732921,"1622 S GAINES ST","Little Rock"," Arkansas"
"15183","2016-114737",64,"THEFT OF PROPERTY MISD",2016-10-10,10,"Monday",-92.3988747,34.7480473,"600 HARDIN RD","Little Rock"," Arkansas"
"15184","2016-125783",52,"THEFT OF PROPERTY MISD",2016-10-24,10,"Monday",-92.2926874,34.7167917,"3224 MARSHALL ST","Little Rock"," Arkansas"
"15185","2016-122581",53,"THEFT OF PROPERTY MISD",2016-10-29,10,"Saturday",-92.3142093,34.7295928,"2324 S VALENTINE ST","Little Rock"," Arkansas"
"15186","2016-129191",71,"THEFT OF PROPERTY MISD",2016-11-16,11,"Wednesday",-92.4129976,34.7559662,"12610 CHENAL PKWY","Little Rock"," Arkansas"
"15187","2016-115228",62,"THEFT OF PROPERTY MISD",2016-10-08,10,"Saturday",-92.3484537,34.7172555,"6623 COLONEL GLENN RD","Little Rock"," Arkansas"
"15188","2016-007459",70,"THEFT OF PROPERTY MISD",2016-01-19,1,"Tuesday",-92.394671,34.768118,"1601 N SHACKLEFORD RD","Little Rock"," Arkansas"
"15189","2016-126413",81,"THEFT OF PROPERTY MISD",2016-11-09,11,"Wednesday",-92.3303863,34.6821048,"3 CLIFTON DR","Little Rock"," Arkansas"
"15190","2016-008136",51,"THEFT OF PROPERTY MISD",2016-01-18,1,"Monday",-92.2781756,34.7444838,"625 W CAPITOL AV","Little Rock"," Arkansas"
