IncidentNumber,District,offenseDesc1,IncidentAddress,IncidentDate
2016-023821,90,BREAKING OR ENTERING VEHICLE,"24 LAMONT DR
Little Rock, Arkansas
(34.694301, -92.351625)",03/01/2016-03/03/2016
2016-062046,50,BREAKING OR ENTERING VEHICLE,"1832 BEECHWOOD ST
Little Rock, Arkansas
(34.768932, -92.324303)",5/20/2016-6/4/2016
2016-017667,63,BREAKING OR ENTERING VEHICLE,"3911 FOXCROFT RD
Little Rock, Arkansas
(34.78533, -92.368389)",02/16/2016-02/17/2016
2016-055981,90,BREAKING OR ENTERING VEHICLE,"7500 S UNIVERSITY AVE
Little Rock, Arkansas
(34.681859, -92.35334)",05/20/2016-05/21/2016
2016-132256,71,BREAKING OR ENTERING VEHICLE,"601 NAPA VALLEY DR
Little Rock, Arkansas
(34.76001, -92.411552)",11/24/16
2016-126794,60,BREAKING OR ENTERING VEHICLE,"1808 GEORGIA AVE
Little Rock, Arkansas
(34.768367, -92.355981)",11/10/16
2016-128556,50,BREAKING OR ENTERING VEHICLE,"924 N POLK ST
Little Rock, Arkansas
(34.76, -92.334486)",11/15/16
2016-020062,90,BREAKING OR ENTERING VEHICLE,"21 REMINGTON DR
Little Rock, Arkansas
(34.708726, -92.400197)",02/22/2016-02/23/2016
2016-146382,64,BREAKING OR ENTERING VEHICLE,"570 S SHACKLEFORD RD
Little Rock, Arkansas
(34.750008, -92.394035)",12/30/2016-12/31/2016
2016-115963,71,BREAKING OR ENTERING VEHICLE,"13111 W MARKHAM ST
Little Rock, Arkansas
(34.753439, -92.423627)",10/13/2016-10/14/2016
2016-129424,64,BREAKING OR ENTERING VEHICLE,"910 AUTUMN RD
Little Rock, Arkansas
(34.745864, -92.402801)",11/16/16
2016-001253,50,BREAKING OR ENTERING VEHICLE,"2400 RIVERFRONT DR
Little Rock, Arkansas
(34.773941, -92.310425)",01/03/2016-01/04/2016
2016-140707,50,BREAKING OR ENTERING VEHICLE,"3100 W MARKHAM ST
Little Rock, Arkansas
(34.750937, -92.307587)",12/16/16
2016-066642,71,BREAKING OR ENTERING VEHICLE,"810 PARKWAY PLACE DR
Little Rock, Arkansas
(34.747571, -92.424623)",6/16/2016-6/16/2016
2016-057115,71,BREAKING OR ENTERING VEHICLE,"13609 FOXFIELD LN
Little Rock, Arkansas
(34.735702, -92.426537)",5/24/2016-5/25/2016
2016-135555,72,BREAKING OR ENTERING VEHICLE,"5400 CHENONCEAU BLVD
Little Rock, Arkansas
(34.803813, -92.473021)",12/02/2016-12/03/2016
2016-021197,63,BREAKING OR ENTERING VEHICLE,"1812 RESERVOIR RD
Little Rock, Arkansas
(34.768257, -92.37595)",2/25/2016-2/26/2016
2016-062077,52,BREAKING OR ENTERING VEHICLE,"2000 BROADWAY ST
Little Rock, Arkansas
(34.729422, -92.278592)",06/05/2016-06/06/2016
2016-139405,63,BREAKING OR ENTERING VEHICLE,"10520 W MARKHAM ST
Little Rock, Arkansas
(34.753889, -92.390612)",12/12/2016-12/13/2016
2016-068325,41,BREAKING OR ENTERING VEHICLE,"1917 S ROCK ST
Little Rock, Arkansas
(34.729893, -92.270005)",06/20/2016-06/21/2016
2016-094425,50,BREAKING OR ENTERING VEHICLE,"4724 HILLCREST ST
Little Rock, Arkansas
(34.760587, -92.326358)",08/21/2016-08/22/2016
2016-009049,54,BREAKING OR ENTERING VEHICLE,"4501 ASHER AV
Little Rock, Arkansas
(34.723725, -92.323577)",01/22/2016-01/25/2016
2016-117177,51,BREAKING OR ENTERING VEHICLE,"820 NORTH ST
Little Rock, Arkansas
(34.750903, -92.279305)",10/16/2016-10/17/2016
2016-137864,70,BREAKING OR ENTERING VEHICLE,"1601 N SHACKLEFORD RD
Little Rock, Arkansas
(34.768004, -92.395817)",12/08/2016-12/09/2016
2016-140088,63,BREAKING OR ENTERING VEHICLE,"9600 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.760351, -92.380335)",12/14/16
2016-143087,61,BREAKING OR ENTERING VEHICLE,"8500 MICHAEL CT
Little Rock, Arkansas
(34.73713, -92.36854)",12/22/16
2016-025220,71,BREAKING OR ENTERING VEHICLE,"504 GREEN MOUNTAIN CIR
Little Rock, Arkansas
(34.758338, -92.40118)",03/06/2016-03/07/2016
2016-133771,72,BREAKING OR ENTERING VEHICLE,"16401 CHENAL VALLEY DR
Little Rock, Arkansas
(34.77386, -92.453432)",11/27/2016-11/28/2016
2016-138703,82,BREAKING OR ENTERING VEHICLE,"9600 GEYER SPRINGS RD
Little Rock, Arkansas
(34.662799, -92.344678)",12/11/16
2016-138126,64,BREAKING OR ENTERING VEHICLE,"9601 BAPTIST HEALTH DR
Little Rock, Arkansas
(34.745783, -92.382292)",12/9/16
2016-118919,71,BREAKING OR ENTERING VEHICLE,"1607 MESQUITE DR
Little Rock, Arkansas
(34.738882, -92.419175)",10/20/2016-10/21/2016
2016-055037,64,BREAKING OR ENTERING VEHICLE,"3808 WEST ST
Little Rock, Arkansas
(34.718747, -92.382026)",5/19/2016-5/20/2016
2016-057054,43,BREAKING OR ENTERING VEHICLE,"4616 SPRINGER BLVD
Little Rock, Arkansas
(34.70646, -92.252122)",05/24/2016-05/25/2016
2016-139293,71,BREAKING OR ENTERING VEHICLE,"14201 KANIS RD
Little Rock, Arkansas
(34.74542, -92.431403)",12/12/16
2016-133397,64,BREAKING OR ENTERING VEHICLE,"2924 ELAM ST
Little Rock, Arkansas
(34.726319, -92.376101)",11/27/16
2016-043241,93,BREAKING OR ENTERING VEHICLE,"11409 BASELINE RD
Little Rock, Arkansas
(34.670856, -92.403866)",4/20/2016-4/21/2016
2016-144469,93,BREAKING OR ENTERING VEHICLE,"14608 WIMBLEDON
Little Rock, Arkansas
(34.66831, -92.439684)",12/25/2016-12/26/2016
2016-116363,50,BREAKING OR ENTERING VEHICLE,"5201 COUNTRY CLUB BLVD
Little Rock, Arkansas
(34.771967, -92.331185)",10/14/2016-10/15/2016
2016-112805,72,BREAKING OR ENTERING VEHICLE,"4500 RAHLING RD
Little Rock, Arkansas
(34.791838, -92.44078)",08/10/2016-08/11/2016
2016-129947,70,BREAKING OR ENTERING VEHICLE,"11800 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.794903, -92.407206)",11/18/16
2016-058216,72,BREAKING OR ENTERING VEHICLE,"25 LORIAN DR
Little Rock, Arkansas
(34.783086, -92.440159)",5/24/2016-5/27/2016
2016-104946,52,BREAKING OR ENTERING VEHICLE,"2305 S SUMMIT ST
Little Rock, Arkansas
(34.727007, -92.295385)",09/16/2016-09/17/2016
2016-145424,63,BREAKING OR ENTERING VEHICLE,"1901 GRISTMILL RD
Little Rock, Arkansas
(34.770764, -92.381799)",12/27/2016-12/28/2016
2016-145617,60,BREAKING OR ENTERING VEHICLE,"1701 N BRYANT ST
Little Rock, Arkansas
(34.767487, -92.352765)",12/27/2016-12/29/2016
2016-123918,64,BREAKING OR ENTERING VEHICLE,"3400 S BOWMAN RD
Little Rock, Arkansas
(34.726345, -92.408988)",11/01/2016-11/02/2016
2016-106758,52,BREAKING OR ENTERING VEHICLE,"1622 WOLFE ST
Little Rock, Arkansas
(34.734823, -92.293078)",09/20/2016-09/21/2016
2016-110250,60,BREAKING OR ENTERING VEHICLE,"400 N UNIVERSITY AVE
Little Rock, Arkansas
(34.755115, -92.34114)",09/29/2016-09/30/2016
2016-036914,50,BREAKING OR ENTERING VEHICLE,"1611 N TAYLOR ST
Little Rock, Arkansas
(34.766999, -92.33597)",04/04/2016-04/05/2016
2016-116855,63,BREAKING OR ENTERING VEHICLE,"18 BRENNAN LN
Little Rock, Arkansas
(34.764724, -92.374243)",10/15/2016-10/16/2016
2016-057495,40,BREAKING OR ENTERING VEHICLE,"811 BROADWAY ST
Little Rock, Arkansas
(34.741432, -92.276551)",5/25/2016-5/26/2016
2016-137056,63,BREAKING OR ENTERING VEHICLE,"1221 RESERVOIR RD
Little Rock, Arkansas
(34.76275, -92.376184)",12/06/2016-12/07/2016
2016-025932,64,BREAKING OR ENTERING VEHICLE,"1212 S SHACKLEFORD RD
Little Rock, Arkansas
(34.742082, -92.394403)",03/08/2016-03/09/2016
2016-129533,54,BREAKING OR ENTERING VEHICLE,"1321 ADAMS ST
Little Rock, Arkansas
(34.739155, -92.325068)",11/17/16
2016-028682,93,BREAKING OR ENTERING VEHICLE,"18411 FAWN TREE DR
Little Rock, Arkansas
(34.660927, -92.440067)",03/15/2016-03/16/2016
2016-036424,50,BREAKING OR ENTERING VEHICLE,"26 COOLWOOD DR
Little Rock, Arkansas
(34.755197, -92.300261)",04/03/2016-04/04/2016
2016-136591,71,BREAKING OR ENTERING VEHICLE,"11700 CHENAL
Little Rock, Arkansas
(34.748588, -92.40459)",12/5/16
2016-000957,40,BREAKING OR ENTERING VEHICLE,"219 RIVER MARKET AV
Little Rock, Arkansas
(34.74577, -92.265868)",01/02/2016-01/03/2016
2016-000958,40,BREAKING OR ENTERING VEHICLE,"219 RIVER MARKET AVE
Little Rock, Arkansas
(34.74577, -92.265868)",01/02/2016-01/03/2016
2016-015293,91,BREAKING OR ENTERING VEHICLE,"3 RICHSMITH CIR
Little Rock, Arkansas
(34.664684, -92.382276)",02/09/2016-02/10/2016
2016-127394,64,BREAKING OR ENTERING VEHICLE,"11523 KANIS RD
Little Rock, Arkansas
(34.743391, -92.402701)",11/11/16
2016-132559,61,BREAKING OR ENTERING VEHICLE,"1530 PARHAM POINTE DR
Little Rock, Arkansas
(34.73862, -92.35799)",11/24/2016-11/25/2016
2016-104738,52,BREAKING OR ENTERING VEHICLE,"2100 S GAINES ST
Little Rock, Arkansas
(34.728602, -92.281099)",09/15/2016-09/16/2016
2016-045302,64,BREAKING OR ENTERING VEHICLE,"1709 GLENDA DR
Little Rock, Arkansas
(34.738085, -92.383203)",4/25/2016-4/26/2016
2016-019644,71,BREAKING OR ENTERING VEHICLE,"7 PICKERING DR
Little Rock, Arkansas
(34.767312, -92.407419)",02/21/2016-02/22/2016
2016-125040,71,BREAKING OR ENTERING VEHICLE,"4 BANGOR CT
Little Rock, Arkansas
(34.742774, -92.444109)",10/15/2016-10/16/2016
2016-136606,50,BREAKING OR ENTERING VEHICLE,"4311 S LOOKOUT RD
Little Rock, Arkansas
(34.761528, -92.321624)",12/5/16
2016-133856,60,BREAKING OR ENTERING VEHICLE,"7411 H ST
Little Rock, Arkansas
(34.759999, -92.356899)",11/28/16
2016-041950,52,BREAKING OR ENTERING VEHICLE,"1909 S ARCH ST
Little Rock, Arkansas
(34.730254, -92.279805)",04/17/2016-04/18/2016
2016-032849,50,BREAKING OR ENTERING VEHICLE,"5503 B ST
Little Rock, Arkansas
(34.753898, -92.335088)",03/25/2016-03/26/2016
2016-088279,50,BREAKING OR ENTERING VEHICLE,"2901 LEE AVE
Little Rock, Arkansas
(34.754923, -92.30534)",08/05/2016-08/06/2016
2016-129462,70,BREAKING OR ENTERING VEHICLE,"4710 SAM PECK RD
Little Rock, Arkansas
(34.796078, -92.414903)",11/17/16
2016-132235,52,BREAKING OR ENTERING VEHICLE,"1012 W 16TH ST
Little Rock, Arkansas
(34.734921, -92.284474)",11/24/16
2016-010977,64,BREAKING OR ENTERING VEHICLE,"10908 BEVERLY HILLS DR
Little Rock, Arkansas
(34.756764, -92.39534)",01/29/2016-01/30/2016
2016-101459,61,BREAKING OR ENTERING VEHICLE,"2707 VANCOUVER DR
Little Rock, Arkansas
(34.728504, -92.363377)",09/05/2016-09/06/2016
2016-063226,50,BREAKING OR ENTERING VEHICLE,"4815 LEE AVE
Little Rock, Arkansas
(34.755539, -92.327849)",06/08/2016-06/09/2016
2016-033843,40,BREAKING OR ENTERING VEHICLE,"1614 S LOUISIANA ST
Little Rock, Arkansas
(34.732981, -92.274549)",03/28/2016-03/29/2016
2016-130127,50,BREAKING OR ENTERING VEHICLE,"2402 CANTRELL RD
Little Rock, Arkansas
(34.757955, -92.302221)",11/18/16
2016-036276,50,BREAKING OR ENTERING VEHICLE,"1615 N TAYLOR ST
Little Rock, Arkansas
(34.767139, -92.335967)",04/03/2016-04/04/2016
2016-034256,71,BREAKING OR ENTERING VEHICLE,"1514 PICKERING DR
Little Rock, Arkansas
(34.767661, -92.408125)",03/29/2016-03/30/2016
2016-020771,52,BREAKING OR ENTERING VEHICLE,"2100 S SCHILLER ST
Little Rock, Arkansas
(34.729158, -92.296382)",02/24/2016-02/25/2016
2016-033808,50,BREAKING OR ENTERING VEHICLE,"28 COOLWOOD DR
Little Rock, Arkansas
(34.755256, -92.30045)",3/28/2016-3/29/2016
2016-127313,70,BREAKING OR ENTERING VEHICLE,"8 SHAWBRIDGE LN
Little Rock, Arkansas
(34.784393, -92.406027)",10/31/2016-11/01/2016
2016-030472,60,BREAKING OR ENTERING VEHICLE,"2805 FOXCROFT RD
Little Rock, Arkansas
(34.777655, -92.362357)",03/19/2016-03/20/2016
2016-048527,81,BREAKING OR ENTERING VEHICLE,"8614 STANTON RD
Little Rock, Arkansas
(34.671214, -92.333144)",05/03/2016-05/04/2016
2016-136247,60,BREAKING OR ENTERING VEHICLE,"7 VIRGINIA LN
Little Rock, Arkansas
(34.765632, -92.341565)",12/04/2016-12/05/2016
2016-010738,90,BREAKING OR ENTERING VEHICLE,"32 MELINDA DR
Little Rock, Arkansas
(34.67895, -92.369698)",01/27/2016-01/29/2016
2016-135378,52,BREAKING OR ENTERING VEHICLE,"1401 DR MARTIN LUTHER KING DR
Little Rock, Arkansas
(34.737198, -92.289376)",12/2/16
2016-055078,70,BREAKING OR ENTERING VEHICLE,"11810 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.794054, -92.407437)",5/19/2016-5/20/2016
2016-014621,64,BREAKING OR ENTERING VEHICLE,"2603 PEACH TREE DR
Little Rock, Arkansas
(34.731428, -92.401724)",02/05/2016-02/06/2016
2016-129105,64,BREAKING OR ENTERING VEHICLE,"10800 KANIS RD
Little Rock, Arkansas
(34.743086, -92.394894)",11/15/2016-11/16/2016
2016-112243,70,BREAKING OR ENTERING VEHICLE,"1601 N SHACKLEFORD RD
Little Rock, Arkansas
(34.768004, -92.395817)",10/04/2016-10/05/2016
2016-108598,53,BREAKING OR ENTERING VEHICLE,"124 BARTON ST
Little Rock, Arkansas
(34.749695, -92.297603)",09/25/2016-09/26/2016
2016-140258,70,BREAKING OR ENTERING VEHICLE,"11025 ANDERSON DR
Little Rock, Arkansas
(34.789827, -92.394643)",12/14/2016-12/15/2016
2016-135208,82,BREAKING OR ENTERING VEHICLE,"43 WARREN DR
Little Rock, Arkansas
(34.66182, -92.353841)",12/01/2016-12/02/2016
2016-144207,64,BREAKING OR ENTERING VEHICLE,"10001 KANIS RD
Little Rock, Arkansas
(34.74284, -92.386168)",12/24/2016-12/25/2016
2016-009474,61,BURGLARY - RESIDENTIAL,"46 GLENMERE DR
Little Rock, Arkansas
(34.731293, -92.348768)",1/26/16
2016-013794,60,BREAKING OR ENTERING VEHICLE,"12 BROADVIEW DR
Little Rock, Arkansas
(34.766263, -92.34729)",02/05/2016-02/06/2016
2016-115585,63,BREAKING OR ENTERING VEHICLE,"9 NEWBRIDGE CT
Little Rock, Arkansas
(34.776928, -92.378464)",10/12/2016-10/13/2016
2016-109379,70,BREAKING OR ENTERING VEHICLE,"11470 BAINBRIDGE DR
Little Rock, Arkansas
(34.797543, -92.400192)",09/27/2016-09/26/2016
2016-007126,50,BREAKING OR ENTERING VEHICLE,"2609 N PIERCE ST
Little Rock, Arkansas
(34.776081, -92.338181)",01/18/2016-01/19/2016
2016-036442,60,BREAKING OR ENTERING VEHICLE,"6710 KAVANAUGH PL
Little Rock, Arkansas
(34.770271, -92.349507)",04/03/2016-04/04/2016
2016-131688,64,BREAKING OR ENTERING VEHICLE,"1701 S SHACKLEFORD RD
Little Rock, Arkansas
(34.739159, -92.394421)",11/21/16
2016-057956,42,BREAKING OR ENTERING VEHICLE,"1001 E 8TH ST
Little Rock, Arkansas
(34.740457, -92.260001)",5/26/2016-5/27/2016
2016-146351,81,BREAKING OR ENTERING VEHICLE,"6608 JUNIPER RD
Little Rock, Arkansas
(34.67532, -92.351273)",12/31/16
2016-145490,63,BREAKING OR ENTERING VEHICLE,"10901 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771421, -92.395699)",12/28/16
2016-013782,63,BREAKING OR ENTERING VEHICLE,"8 RIVER RIDGE CIR
Little Rock, Arkansas
(34.791417, -92.373308)",02/05/2016-02/06/2016
2016-131532,62,BREAKING OR ENTERING VEHICLE,"2921 WALKER ST
Little Rock, Arkansas
(34.726305, -92.366282)",11/18/2016-11/19/2016
2016-144173,63,BREAKING OR ENTERING VEHICLE,"11 ZIBILLA CT
Little Rock, Arkansas
(34.778752, -92.384724)",12/24/2016-12/25/2016
2016-127602,71,BREAKING OR ENTERING VEHICLE,"500 NAPA VALLEY DR
Little Rock, Arkansas
(34.759726, -92.41156)",11/11/2016-11/12/2016
2016-136610,50,BREAKING OR ENTERING VEHICLE,"1100 BEECHWOOD ST
Little Rock, Arkansas
(34.7617, -92.324005)",12/5/16
2016-047903,43,BREAKING OR ENTERING VEHICLE,"1609 BARBER ST
Little Rock, Arkansas
(34.731718, -92.261121)",4/30/2016-5/2/2016
2016-121279,50,BREAKING OR ENTERING VEHICLE,"5309 HAWTHORNE RD
Little Rock, Arkansas
(34.773005, -92.33267)",10/26/2016-10/27/2016
2016-052750,70,BREAKING OR ENTERING VEHICLE,"67 CIMARRON VALLEY DR
Little Rock, Arkansas
(34.776038, -92.397744)",5/13/2016-5/14/2016
2016-043384,50,BREAKING OR ENTERING VEHICLE,"5111 LEE AVE
Little Rock, Arkansas
(34.755602, -92.330713)",04/18/2016-04/19/2016
2016-110187,71,BREAKING OR ENTERING VEHICLE,"510 GREEN MOUNTAIN CIR
Little Rock, Arkansas
(34.759411, -92.402307)",09/29/2016-09/30/2016
2016-033596,60,BREAKING OR ENTERING VEHICLE,"6513 HAWTHORNE RD
Little Rock, Arkansas
(34.774205, -92.346812)",03/27/2016-03/28/2016
2016-000960,40,BREAKING OR ENTERING VEHICLE,"219 RIVER MARKET AVE
Little Rock, Arkansas
(34.74577, -92.265868)",01/02/2016-01/03/2016
2016-080233,50,BREAKING OR ENTERING VEHICLE,"718 ASH ST
Little Rock, Arkansas
(34.758164, -92.322975)",07/17/2016-07/18/2016
2016-009077,93,BREAKING OR ENTERING VEHICLE,"20 ROSEWALL LN
Little Rock, Arkansas
(34.667243, -92.426603)",01/24/2016-01/25/2016
2016-020988,71,BREAKING OR ENTERING VEHICLE,"14707 WOODCREEK DR
Little Rock, Arkansas
(34.755306, -92.438767)",02/21/2016-02/25/2016
2016-042056,60,BREAKING OR ENTERING VEHICLE,"6415 W 3RD ST
Little Rock, Arkansas
(34.75062, -92.34604)",04/16/2016-04/18/2016
2016-086992,50,BREAKING OR ENTERING VEHICLE,"221 BEECHWOOD ST
Little Rock, Arkansas
(34.753361, -92.323911)",08/02/2016-08/03/2016
2016-133340,64,BREAKING OR ENTERING VEHICLE,"9809 W MARKHAM ST
Little Rock, Arkansas
(34.753582, -92.383401)",11/26/2016-11/27/2016
2016-140478,60,BREAKING OR ENTERING VEHICLE,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",12/15/16
2016-050538,50,BREAKING OR ENTERING VEHICLE,"2010 REBSAMEN PARK RD
Little Rock, Arkansas
(34.770257, -92.31105)",5/7/2016-5/9/2016
2016-137953,52,BREAKING OR ENTERING VEHICLE,"1500 BROADWAY ST
Little Rock, Arkansas
(34.735021, -92.277819)",12/6/16
2016-043213,40,BREAKING OR ENTERING VEHICLE,"519 E CAPITOL AVE
Little Rock, Arkansas
(34.743408, -92.265574)",04/20/2016-04/21/2016
2016-143401,53,BREAKING OR ENTERING VEHICLE,"2503 W 6TH ST
Little Rock, Arkansas
(34.746193, -92.301371)",12/22/2016-12/23/2016
2016-112660,82,BREAKING OR ENTERING VEHICLE,"43 WARREN DR
Little Rock, Arkansas
(34.66182, -92.353841)",10/05/2016-10/06/2016
2016-129428,70,BREAKING OR ENTERING VEHICLE,"11810 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.794054, -92.407437)",11/17/16
2016-126443,61,BREAKING OR ENTERING VEHICLE,"7820 W CAPITOL AVE
Little Rock, Arkansas
(34.749494, -92.364629)",11/08/2016-11/09/2016
2016-143512,63,BREAKING OR ENTERING VEHICLE,"11104 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771541, -92.397672)",12/23/16
2016-036323,60,BREAKING OR ENTERING VEHICLE,"82 LEFEVER LN
Little Rock, Arkansas
(34.775218, -92.359093)",04/03/2016-04/04/2016
2016-142353,60,BREAKING OR ENTERING VEHICLE,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",12/20/16
2016-041955,50,BREAKING OR ENTERING VEHICLE,"4 ROSEWOOD CIR
Little Rock, Arkansas
(34.759567, -92.313246)",04/17/2016-04/18/2016
2016-025960,64,BREAKING OR ENTERING VEHICLE,"201 S SHACKLEFORD RD
Little Rock, Arkansas
(34.752538, -92.393923)",03/08/2016-03/09/2016
2016-075383,50,BREAKING OR ENTERING VEHICLE,"2010 REBSAMEN PARK RD
Little Rock, Arkansas
(34.770257, -92.31105)",07/06/2016-07/07/2016
2016-144368,63,BREAKING OR ENTERING VEHICLE,"1221 RESERVOIR RD
Little Rock, Arkansas
(34.76275, -92.376184)",12/25/16
2016-140226,64,BREAKING OR ENTERING VEHICLE,"3400 S BOWMAN RD
Little Rock, Arkansas
(34.726345, -92.408988)",12/14/2016-12/15/2016
2016-049378,70,BREAKING OR ENTERING VEHICLE,"4424 SECLUDED HILLS DR
Little Rock, Arkansas
(34.79549, -92.435119)",5/7/2016-5/6/2016
2016-009385,63,BREAKING OR ENTERING VEHICLE,"18 ROBINWOOD DR
Little Rock, Arkansas
(34.783845, -92.378176)",01/25/2016-01/26/2016
2016-131806,71,BREAKING OR ENTERING VEHICLE,"1106 GREEN MOUNTAIN DR
Little Rock, Arkansas
(34.763469, -92.403174)",11/23/16
2016-128936,42,BREAKING OR ENTERING VEHICLE,"3200 BANKHEAD DR
Little Rock, Arkansas
(34.715269, -92.224383)",11/15/16
2016-123720,64,BREAKING OR ENTERING VEHICLE,"11701 MARA LYNN RD
Little Rock, Arkansas
(34.757853, -92.403307)",11/01/2016-11/02/2016
2016-049353,70,BREAKING OR ENTERING VEHICLE,"4821 JERRY DR
Little Rock, Arkansas
(34.799164, -92.434819)",5/5/2016-5/6/2016
2016-030703,70,BREAKING OR ENTERING VEHICLE,"14318 WESTBURY DR
Little Rock, Arkansas
(34.801197, -92.432904)",03/20/2016-03/21/2016
2016-031237,63,BREAKING OR ENTERING VEHICLE,"1921 BISCAYNE DR
Little Rock, Arkansas
(34.770961, -92.363635)",03/21/2016-03/22/2016
2016-136052,71,BREAKING OR ENTERING VEHICLE,"4300 S BOWMAN RD
Little Rock, Arkansas
(34.71505, -92.408839)",12/4/16
2016-018469,63,BREAKING OR ENTERING VEHICLE,"8301 ALVIN LN
Little Rock, Arkansas
(34.771102, -92.366083)",02/17/2016-02/18/2016
2016-122357,50,BREAKING OR ENTERING VEHICLE,"2820 N FILLMORE ST
Little Rock, Arkansas
(34.77815, -92.337029)",10/26/2016-10/27/2016
2016-101814,53,BREAKING OR ENTERING VEHICLE,"107 BARTON ST
Little Rock, Arkansas
(34.750097, -92.297585)",09/08/2016-09/09/2016
2016-003597,40,BREAKING OR ENTERING VEHICLE,"3 STATEHOUSE PLZ
Little Rock, Arkansas
(34.747975, -92.269435)",01/09/2016-01/10/2016
2016-130095,70,BREAKING OR ENTERING VEHICLE,"4400 RIVER MOUNTAIN RD
Little Rock, Arkansas
(34.797498, -92.385813)",11/18/16
2016-026360,71,BREAKING OR ENTERING VEHICLE,"500 GREEN MOUNTAIN CIR
Little Rock, Arkansas
(34.759158, -92.400938)",03/09/2016-03/10/2016
2016-042396,64,BREAKING OR ENTERING VEHICLE,"201 S SHACKLEFORD RD
Little Rock, Arkansas
(34.752538, -92.393923)",04/17/2016-04/19/2016
2016-009548,81,BREAKING OR ENTERING VEHICLE,"36 S WAKEFIELD DR
Little Rock, Arkansas
(34.683242, -92.330329)",01/25/2016-01/25/2016
2016-032028,81,BREAKING OR ENTERING VEHICLE,"7801 JAMISON RD
Little Rock, Arkansas
(34.676542, -92.313065)",03/18/2016-03/21/2016
2016-135657,50,BREAKING OR ENTERING VEHICLE,"2420 RIVERFRONT DR
Little Rock, Arkansas
(34.773778, -92.310103)",12/01/2016-12/03/2016
2016-027863,71,BREAKING OR ENTERING VEHICLE,"4300 S BOWMAN RD
Little Rock, Arkansas
(34.71505, -92.408839)",03/13/2016-03/14/2016
2016-131026,72,BREAKING OR ENTERING VEHICLE,"6404 THE DIVIDE PKWY
Little Rock, Arkansas
(34.812899, -92.484858)",11/20/16
2016-126826,50,BREAKING OR ENTERING VEHICLE,"908 N MONROE ST
Little Rock, Arkansas
(34.759673, -92.327659)",11/09/2016-11/10/2016
2016-109069,72,BREAKING OR ENTERING VEHICLE,"2214 HUNTLEIGH CT
Little Rock, Arkansas
(34.775671, -92.432553)",09/27/2016-09/27/2016
2016-119577,63,BREAKING OR ENTERING VEHICLE,"1100 BROOKSIDE DR
Little Rock, Arkansas
(34.763062, -92.371902)",10/21/2016-10/22/2016
2016-138981,50,BREAKING OR ENTERING VEHICLE,"2420 RIVERFRONT DR
Little Rock, Arkansas
(34.773778, -92.310103)",12/11/2016-12/12/2016
2016-009928,70,BREAKING OR ENTERING VEHICLE,"2221 WENTWOOD VALLEY DR
Little Rock, Arkansas
(34.775594, -92.391591)",01/26/2016-01/27/2016
2016-014239,52,BREAKING OR ENTERING VEHICLE,"2205 S GAINES ST
Little Rock, Arkansas
(34.72746, -92.281153)",02/05/2016-02/07/2016
2016-042120,42,BREAKING OR ENTERING VEHICLE,"707 INTERSTATE 30
Little Rock, Arkansas
(34.740623, -92.262003)",04/15/2016-04/18/2016
2016-118400,64,BREAKING OR ENTERING VEHICLE,"10600 COLONEL GLENN RD
Little Rock, Arkansas
(34.712477, -92.393827)",10/19/2016-10/20/2016
2016-115596,63,BREAKING OR ENTERING VEHICLE,"11 MISTY CT
Little Rock, Arkansas
(34.779972, -92.377339)",10/12/2016-10/13/2016
2016-101305,43,BREAKING OR ENTERING VEHICLE,"1401 E 11TH ST
Little Rock, Arkansas
(34.73666, -92.249077)",09/07/2016-09/08/2016
2016-059123,50,BREAKING OR ENTERING VEHICLE,"2400 RIVERFRONT DR
Little Rock, Arkansas
(34.773941, -92.310425)",5/29/2016-5/30/2016
2016-047683,90,BREAKING OR ENTERING VEHICLE,"11901 DAVID O DODD RD
Little Rock, Arkansas
(34.696255, -92.40563)",5/1/2016-5/2/2016
2016-043703,52,BREAKING OR ENTERING VEHICLE,"2218 S IZARD ST
Little Rock, Arkansas
(34.727191, -92.283562)",04/21/2016-04/22/2016
